x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,3693.0,0.0,1,0.0
84.0,133.0,10.0,36.0,196.0,90.0,1,0.18
76.0,157.0,20.0,72.0,232.0,90.0,0,0.37
82.0,100.0,10.0,18.0,178.0,90.0,1,2.99
81.0,32.0,10.0,173.0,333.0,90.0,1,3.1
91.0,43.0,10.0,57.0,217.0,90.0,1,3.57
55.0,97.0,20.0,45.0,205.0,90.0,0,4.2
139.0,102.0,10.0,39.0,199.0,90.0,1,4.53
83.0,108.0,10.0,36.0,196.0,90.0,1,6.24
103.0,91.0,20.0,9.0,169.0,90.0,0,6.26
78.0,154.0,10.0,58.0,218.0,90.0,1,11.55
107.0,73.0,30.0,27.0,187.0,90.0,0,12.04
57.0,73.0,30.0,50.0,210.0,90.0,0,14.61
88.0,41.0,10.0,71.0,231.0,90.0,1,15.4
101.0,74.0,30.0,44.0,204.0,90.0,0,15.65
106.0,83.0,20.0,28.0,188.0,90.0,0,16.3
97.0,71.0,10.0,29.0,189.0,90.0,1,17.23
55.0,188.0,30.0,113.0,273.0,90.0,0,18.08
85.0,134.0,20.0,48.0,208.0,90.0,0,19.41
101.0,55.0,30.0,146.0,306.0,90.0,0,25.38
83.0,147.0,20.0,151.0,311.0,90.0,0,29.96
53.0,168.0,20.0,82.0,242.0,90.0,0,37.22
130.0,47.0,10.0,60.0,220.0,90.0,1,39.13
146.0,113.0,20.0,62.0,222.0,90.0,0,44.31
98.0,59.0,10.0,51.0,211.0,90.0,1,46.42
79.0,106.0,20.0,131.0,291.0,90.0,0,54.95
90.0,74.0,10.0,145.0,305.0,90.0,1,57.16
45.0,88.0,30.0,69.0,229.0,90.0,0,58.58
31.0,63.0,30.0,89.0,249.0,90.0,0,61.73
146.0,62.0,20.0,93.0,253.0,90.0,0,70.2
155.0,108.0,20.0,162.0,322.0,90.0,0,82.36
32.0,93.0,20.0,264.0,424.0,90.0,0,88.67
51.0,190.0,30.0,207.0,367.0,90.0,0,107.14
30.0,54.0,30.0,188.0,348.0,90.0,0,108.92
108.0,82.0,30.0,120.0,280.0,90.0,0,113.39
37.0,48.0,10.0,287.0,447.0,90.0,1,127.71
38.0,94.0,10.0,168.0,328.0,90.0,1,130.25
154.0,44.0,30.0,293.0,453.0,90.0,0,139.97
65.0,164.0,20.0,175.0,335.0,90.0,0,171.35
89.0,80.0,20.0,241.0,401.0,90.0,0,173.24
148.0,57.0,10.0,188.0,348.0,90.0,1,178.0
83.0,149.0,20.0,243.0,403.0,90.0,0,187.66
79.0,31.0,10.0,265.0,425.0,90.0,1,189.17
158.0,122.0,30.0,267.0,427.0,90.0,0,197.01
68.0,152.0,30.0,349.0,509.0,90.0,0,204.55
73.0,112.0,10.0,229.0,389.0,90.0,1,205.0
110.0,72.0,10.0,311.0,471.0,90.0,1,215.27
109.0,73.0,10.0,219.0,379.0,90.0,1,218.53
155.0,38.0,10.0,389.0,549.0,90.0,1,221.62
81.0,80.0,10.0,339.0,499.0,90.0,1,239.47
100.0,47.0,20.0,244.0,404.0,90.0,0,240.08
60.0,171.0,20.0,370.0,530.0,90.0,0,242.26
69.0,167.0,20.0,270.0,430.0,90.0,0,253.56
74.0,31.0,10.0,360.0,520.0,90.0,1,253.83
73.0,110.0,20.0,321.0,481.0,90.0,0,259.62
160.0,136.0,20.0,371.0,531.0,90.0,0,269.02
32.0,191.0,10.0,316.0,476.0,90.0,1,271.37
28.0,96.0,20.0,359.0,519.0,90.0,0,293.55
101.0,62.0,40.0,505.0,665.0,90.0,0,334.08
101.0,37.0,30.0,344.0,504.0,90.0,0,338.47
102.0,62.0,30.0,414.0,574.0,90.0,0,342.19
74.0,102.0,10.0,509.0,669.0,90.0,1,343.85
28.0,50.0,10.0,501.0,661.0,90.0,1,347.01
86.0,155.0,30.0,457.0,617.0,90.0,0,354.07
108.0,26.0,10.0,447.0,607.0,90.0,1,355.18
40.0,34.0,10.0,391.0,551.0,90.0,1,364.09
160.0,137.0,10.0,462.0,622.0,90.0,1,377.69
66.0,81.0,10.0,444.0,604.0,90.0,1,392.88
37.0,195.0,10.0,413.0,573.0,90.0,1,395.89
55.0,160.0,10.0,572.0,732.0,90.0,1,396.35
40.0,101.0,10.0,553.0,713.0,90.0,1,397.32
95.0,150.0,30.0,557.0,717.0,90.0,0,402.84
36.0,96.0,10.0,457.0,617.0,90.0,1,403.64
69.0,40.0,10.0,460.0,620.0,90.0,1,406.94
73.0,106.0,10.0,415.0,575.0,90.0,1,414.77
35.0,185.0,10.0,604.0,764.0,90.0,1,431.43
33.0,188.0,30.0,511.0,671.0,90.0,0,434.19
162.0,44.0,20.0,488.0,648.0,90.0,0,442.6
48.0,166.0,30.0,473.0,633.0,90.0,0,444.78
162.0,37.0,40.0,585.0,745.0,90.0,0,471.47
20.0,54.0,20.0,600.0,760.0,90.0,0,476.09
