x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,1501.0,0.0,1,0.0
178.0,140.0,10.0,92.0,272.0,90.0,1,0.04
164.0,113.0,20.0,65.0,245.0,90.0,0,0.34
119.0,113.0,30.0,23.0,203.0,90.0,0,0.76
48.0,108.0,20.0,52.0,232.0,90.0,0,1.91
39.0,56.0,10.0,76.0,256.0,90.0,1,2.09
140.0,11.0,10.0,97.0,277.0,90.0,1,2.58
190.0,112.0,20.0,91.0,271.0,90.0,0,2.73
99.0,146.0,10.0,46.0,226.0,90.0,1,4.39
120.0,115.0,20.0,25.0,205.0,90.0,0,5.47
51.0,31.0,20.0,85.0,265.0,90.0,0,5.7
145.0,31.0,20.0,82.0,262.0,90.0,0,5.72
100.0,70.0,30.0,30.0,210.0,90.0,0,7.04
129.0,40.0,20.0,66.0,246.0,90.0,0,7.39
79.0,115.0,30.0,120.0,300.0,90.0,0,7.57
113.0,94.0,30.0,14.0,194.0,90.0,0,9.63
178.0,123.0,30.0,81.0,261.0,90.0,0,10.09
106.0,166.0,10.0,66.0,246.0,90.0,1,10.51
99.0,128.0,20.0,31.0,211.0,90.0,0,10.91
85.0,110.0,10.0,18.0,198.0,90.0,1,11.48
117.0,95.0,10.0,18.0,198.0,90.0,1,11.99
83.0,188.0,30.0,89.0,269.0,90.0,0,13.41
14.0,92.0,30.0,180.0,360.0,90.0,0,14.73
149.0,99.0,20.0,49.0,229.0,90.0,0,15.48
96.0,128.0,30.0,28.0,208.0,90.0,0,16.99
59.0,57.0,10.0,60.0,240.0,90.0,1,18.0
80.0,108.0,20.0,23.0,203.0,90.0,0,18.33
29.0,139.0,10.0,81.0,261.0,90.0,1,20.72
154.0,172.0,30.0,97.0,277.0,90.0,0,22.94
87.0,191.0,10.0,95.0,275.0,90.0,1,23.89
193.0,82.0,10.0,96.0,276.0,90.0,1,24.01
116.0,12.0,20.0,89.0,269.0,90.0,0,24.18
101.0,70.0,20.0,31.0,211.0,90.0,0,24.82
152.0,168.0,20.0,192.0,372.0,90.0,0,24.95
