x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,765.0,0.0,1,0.0
111.0,129.0,27.0,31.0,147.0,10.0,0,0.01
25.0,146.0,30.0,99.0,145.0,10.0,0,0.33
199.0,115.0,20.0,111.0,149.0,10.0,0,0.58
103.0,70.0,10.0,30.0,81.0,10.0,1,0.66
105.0,70.0,10.0,30.0,111.0,10.0,1,0.94
141.0,4.0,20.0,140.0,198.0,10.0,0,1.05
131.0,92.0,22.0,32.0,89.0,10.0,0,1.14
164.0,37.0,19.0,89.0,179.0,10.0,0,1.7
8.0,89.0,13.0,182.0,264.0,10.0,0,2.05
85.0,164.0,23.0,65.0,159.0,10.0,0,2.52
104.0,68.0,10.0,38.0,117.0,10.0,1,3.1
80.0,108.0,20.0,21.0,88.0,10.0,0,3.57
98.0,4.0,20.0,96.0,181.0,10.0,0,3.59
123.0,90.0,21.0,25.0,64.0,10.0,0,4.68
50.0,67.0,10.0,106.0,148.0,10.0,1,4.7
122.0,13.0,27.0,110.0,200.0,10.0,0,5.71
122.0,58.0,15.0,47.0,127.0,10.0,0,5.81
185.0,115.0,20.0,133.0,199.0,10.0,0,6.18
89.0,39.0,19.0,61.0,139.0,10.0,0,6.21
164.0,113.0,20.0,65.0,145.0,10.0,0,6.34
138.0,69.0,9.0,49.0,147.0,10.0,1,6.78
28.0,77.0,12.0,185.0,285.0,10.0,0,6.91
107.0,96.0,23.0,8.0,23.0,10.0,0,6.94
154.0,59.0,17.0,67.0,179.0,10.0,0,6.95
188.0,88.0,20.0,88.0,161.0,10.0,0,6.96
79.0,115.0,30.0,25.0,103.0,10.0,0,7.22
198.0,132.0,10.0,137.0,199.0,10.0,1,8.14
78.0,72.0,9.0,35.0,72.0,10.0,1,8.58
196.0,137.0,20.0,102.0,141.0,10.0,0,8.71
121.0,46.0,3.0,143.0,219.0,10.0,1,9.37
97.0,67.0,10.0,106.0,170.0,10.0,1,9.55
99.0,45.0,21.0,60.0,139.0,10.0,0,9.81
42.0,72.0,18.0,155.0,236.0,10.0,0,9.98
53.0,29.0,30.0,126.0,181.0,10.0,0,10.04
85.0,110.0,10.0,18.0,78.0,10.0,1,10.14
162.0,118.0,20.0,129.0,163.0,10.0,0,10.46
140.0,6.0,30.0,107.0,162.0,10.0,0,11.91
103.0,77.0,21.0,23.0,98.0,10.0,0,13.01
125.0,38.0,30.0,93.0,117.0,10.0,0,13.89
100.0,70.0,30.0,30.0,47.0,10.0,0,14.44
41.0,187.0,20.0,105.0,173.0,10.0,0,14.9
83.0,118.0,20.0,50.0,154.0,10.0,0,15.15
123.0,36.0,10.0,88.0,172.0,10.0,1,15.26
129.0,176.0,18.0,117.0,203.0,10.0,0,16.17
101.0,70.0,20.0,30.0,83.0,10.0,0,16.46
190.0,112.0,20.0,90.0,149.0,10.0,0,17.13
151.0,132.0,6.0,176.0,184.0,10.0,1,17.38
62.0,15.0,29.0,93.0,142.0,10.0,0,18.13
83.0,81.0,21.0,25.0,71.0,10.0,0,18.78
6.0,67.0,10.0,99.0,189.0,10.0,1,18.84
17.0,93.0,20.0,83.0,162.0,10.0,0,18.89
115.0,75.0,26.0,29.0,79.0,10.0,0,18.9
174.0,128.0,20.0,79.0,106.0,10.0,0,19.18
3.0,75.0,10.0,113.0,185.0,10.0,1,19.4
84.0,118.0,20.0,68.0,157.0,10.0,0,19.96
197.0,113.0,20.0,114.0,172.0,10.0,0,20.25
159.0,121.0,20.0,123.0,226.0,10.0,0,20.72
14.0,84.0,20.0,148.0,204.0,10.0,0,21.1
186.0,91.0,10.0,86.0,177.0,10.0,1,21.71
199.0,132.0,10.0,138.0,176.0,10.0,1,21.73
61.0,50.0,10.0,87.0,132.0,10.0,1,21.74
39.0,151.0,26.0,88.0,166.0,10.0,0,22.31
180.0,66.0,13.0,86.0,169.0,10.0,0,22.91
125.0,78.0,11.0,33.0,122.0,10.0,0,23.48
151.0,66.0,11.0,61.0,142.0,10.0,0,23.73
30.0,142.0,10.0,81.0,114.0,10.0,1,23.77
82.0,48.0,8.0,85.0,124.0,10.0,1,23.79
141.0,8.0,20.0,101.0,121.0,10.0,0,24.91
181.0,89.0,10.0,81.0,93.0,10.0,1,25.4
87.0,30.0,10.0,176.0,231.0,10.0,1,25.62
114.0,72.0,22.0,31.0,64.0,10.0,0,25.7
60.0,58.0,20.0,58.0,120.0,10.0,0,25.71
78.0,115.0,10.0,26.0,98.0,10.0,1,25.91
25.0,143.0,20.0,86.0,206.0,10.0,0,26.76
7.0,151.0,20.0,176.0,220.0,10.0,0,27.01
186.0,94.0,20.0,97.0,175.0,10.0,0,27.35
190.0,110.0,20.0,183.0,202.0,10.0,0,27.76
174.0,185.0,15.0,112.0,160.0,10.0,0,28.36
157.0,142.0,13.0,70.0,118.0,10.0,0,28.52
82.0,194.0,10.0,152.0,231.0,10.0,1,28.76
187.0,112.0,30.0,87.0,166.0,10.0,0,28.85
178.0,123.0,30.0,81.0,142.0,10.0,0,29.22
178.0,147.0,10.0,135.0,209.0,10.0,1,29.28
66.0,52.0,10.0,143.0,184.0,10.0,1,29.75
192.0,113.0,20.0,92.0,235.0,10.0,0,30.0
13.0,81.0,30.0,118.0,208.0,10.0,0,30.21
57.0,54.0,20.0,76.0,92.0,10.0,0,30.37
194.0,129.0,20.0,162.0,225.0,10.0,0,30.4
67.0,138.0,11.0,50.0,138.0,10.0,0,30.41
51.0,31.0,20.0,84.0,157.0,10.0,0,30.42
67.0,127.0,21.0,42.0,100.0,10.0,0,31.81
48.0,106.0,23.0,152.0,223.0,10.0,0,31.87
35.0,186.0,10.0,177.0,273.0,10.0,1,31.89
155.0,17.0,32.0,99.0,152.0,10.0,0,31.9
75.0,134.0,16.0,42.0,135.0,10.0,0,32.44
138.0,72.0,8.0,148.0,166.0,10.0,1,32.72
56.0,59.0,30.0,60.0,103.0,10.0,0,32.87
42.0,174.0,13.0,94.0,201.0,10.0,0,33.4
136.0,90.0,18.0,37.0,107.0,10.0,0,33.43
8.0,8.0,11.0,137.0,170.0,10.0,0,34.31
62.0,50.0,20.0,77.0,164.0,10.0,0,35.07
139.0,7.0,20.0,100.0,176.0,10.0,0,35.15
23.0,137.0,20.0,137.0,209.0,10.0,0,35.44
196.0,111.0,30.0,125.0,185.0,10.0,0,35.48
78.0,119.0,30.0,48.0,125.0,10.0,0,35.87
193.0,111.0,20.0,144.0,214.0,10.0,0,36.66
99.0,12.0,30.0,88.0,143.0,10.0,0,37.48
60.0,51.0,20.0,69.0,126.0,10.0,0,37.62
12.0,69.0,10.0,181.0,247.0,10.0,1,38.45
18.0,89.0,10.0,82.0,106.0,10.0,1,38.84
165.0,181.0,22.0,103.0,128.0,10.0,0,38.85
140.0,11.0,10.0,97.0,173.0,10.0,1,38.86
54.0,30.0,10.0,128.0,202.0,10.0,1,39.07
177.0,145.0,10.0,158.0,231.0,10.0,1,39.47
129.0,38.0,10.0,68.0,133.0,10.0,1,39.5
68.0,40.0,23.0,68.0,104.0,10.0,0,40.74
50.0,31.0,20.0,91.0,100.0,10.0,0,40.89
178.0,140.0,10.0,87.0,167.0,10.0,1,41.55
22.0,133.0,10.0,154.0,219.0,10.0,1,41.72
87.0,118.0,10.0,85.0,166.0,10.0,1,41.77
59.0,57.0,10.0,60.0,80.0,10.0,1,41.9
166.0,117.0,20.0,70.0,150.0,10.0,0,42.1
5.0,73.0,10.0,100.0,173.0,10.0,1,42.12
15.0,88.0,10.0,122.0,127.0,10.0,1,42.14
52.0,28.0,10.0,86.0,186.0,10.0,1,42.42
70.0,37.0,10.0,69.0,168.0,10.0,1,42.43
69.0,133.0,8.0,45.0,115.0,10.0,1,42.49
177.0,146.0,10.0,142.0,225.0,10.0,1,42.87
63.0,149.0,17.0,61.0,112.0,10.0,0,43.32
8.0,73.0,20.0,148.0,204.0,10.0,0,43.67
129.0,40.0,20.0,66.0,149.0,10.0,0,44.79
59.0,83.0,24.0,218.0,266.0,10.0,0,44.94
95.0,16.0,20.0,148.0,200.0,10.0,0,45.37
114.0,122.0,10.0,203.0,253.0,10.0,1,45.88
193.0,131.0,20.0,98.0,141.0,10.0,0,46.44
83.0,188.0,30.0,89.0,160.0,10.0,0,47.0
17.0,150.0,20.0,96.0,233.0,10.0,0,47.21
39.0,112.0,26.0,122.0,168.0,10.0,0,47.52
87.0,191.0,10.0,91.0,212.0,10.0,1,47.9
77.0,115.0,20.0,50.0,94.0,10.0,0,47.99
103.0,66.0,20.0,64.0,135.0,10.0,0,48.26
87.0,117.0,10.0,98.0,175.0,10.0,1,48.31
53.0,59.0,20.0,62.0,135.0,10.0,0,48.89
187.0,92.0,20.0,96.0,152.0,10.0,0,49.37
68.0,50.0,10.0,105.0,197.0,10.0,1,49.55
57.0,157.0,26.0,71.0,153.0,10.0,0,50.13
38.0,190.0,10.0,133.0,170.0,10.0,1,51.38
12.0,131.0,28.0,112.0,188.0,10.0,0,52.73
87.0,196.0,30.0,104.0,224.0,10.0,0,53.02
183.0,120.0,10.0,85.0,109.0,10.0,1,53.24
15.0,87.0,20.0,132.0,138.0,10.0,0,53.45
63.0,58.0,20.0,55.0,115.0,10.0,0,53.6
14.0,92.0,30.0,86.0,134.0,10.0,0,54.44
11.0,118.0,33.0,115.0,139.0,10.0,0,54.82
10.0,153.0,20.0,104.0,173.0,10.0,0,54.88
85.0,192.0,10.0,93.0,159.0,10.0,1,56.14
131.0,38.0,20.0,69.0,108.0,10.0,0,56.51
97.0,65.0,20.0,84.0,169.0,10.0,0,56.89
165.0,116.0,10.0,71.0,172.0,10.0,1,57.08
181.0,147.0,20.0,140.0,159.0,10.0,0,57.26
55.0,64.0,30.0,69.0,152.0,10.0,0,57.51
185.0,96.0,30.0,164.0,268.0,10.0,0,57.71
35.0,160.0,16.0,88.0,144.0,10.0,0,58.16
121.0,36.0,20.0,147.0,193.0,10.0,0,59.06
48.0,30.0,50.0,87.0,159.0,10.0,0,59.95
75.0,173.0,30.0,77.0,173.0,10.0,0,60.21
53.0,67.0,20.0,104.0,175.0,10.0,0,60.3
100.0,6.0,30.0,94.0,166.0,10.0,0,60.34
119.0,37.0,20.0,167.0,198.0,10.0,0,60.43
10.0,67.0,30.0,95.0,160.0,10.0,0,60.61
162.0,123.0,40.0,132.0,189.0,10.0,0,60.78
179.0,141.0,20.0,89.0,146.0,10.0,0,61.43
143.0,0.0,10.0,177.0,216.0,10.0,1,61.89
81.0,183.0,11.0,85.0,172.0,10.0,0,62.23
5.0,162.0,26.0,122.0,155.0,10.0,0,62.54
97.0,7.0,20.0,97.0,163.0,10.0,0,63.0
165.0,113.0,10.0,66.0,112.0,10.0,1,63.02
101.0,67.0,20.0,80.0,143.0,10.0,0,63.69
103.0,67.0,20.0,77.0,100.0,10.0,0,64.07
93.0,13.0,30.0,113.0,208.0,10.0,0,64.18
60.0,153.0,11.0,91.0,133.0,10.0,0,64.25
122.0,37.0,30.0,67.0,170.0,10.0,0,64.32
184.0,116.0,20.0,122.0,234.0,10.0,0,64.36
87.0,195.0,10.0,101.0,205.0,10.0,1,64.86
65.0,77.0,19.0,195.0,251.0,10.0,0,65.5
41.0,186.0,27.0,109.0,190.0,10.0,0,65.62
26.0,147.0,20.0,87.0,135.0,10.0,0,65.95
69.0,47.0,10.0,83.0,193.0,10.0,1,66.56
52.0,38.0,30.0,78.0,191.0,10.0,0,66.86
12.0,154.0,10.0,111.0,186.0,10.0,1,67.5
175.0,60.0,18.0,85.0,174.0,10.0,0,67.66
84.0,192.0,10.0,96.0,159.0,10.0,1,67.87
121.0,50.0,24.0,84.0,170.0,10.0,0,69.25
189.0,95.0,10.0,129.0,170.0,10.0,1,69.26
134.0,6.0,20.0,229.0,275.0,10.0,0,69.43
137.0,1.0,10.0,176.0,249.0,10.0,1,69.99
29.0,139.0,10.0,81.0,131.0,10.0,1,70.03
188.0,125.0,10.0,91.0,189.0,10.0,1,70.48
172.0,114.0,20.0,73.0,124.0,10.0,0,71.61
21.0,85.0,20.0,155.0,251.0,10.0,0,72.4
200.0,136.0,20.0,127.0,158.0,10.0,0,73.07
53.0,61.0,20.0,85.0,110.0,10.0,0,73.18
190.0,109.0,10.0,162.0,244.0,10.0,1,73.37
180.0,147.0,10.0,126.0,195.0,10.0,1,75.21
185.0,124.0,10.0,88.0,177.0,10.0,1,75.4
86.0,69.0,14.0,159.0,223.0,10.0,0,77.64
66.0,58.0,20.0,176.0,253.0,10.0,0,77.96
12.0,85.0,10.0,124.0,174.0,10.0,1,79.7
12.0,66.0,20.0,94.0,177.0,10.0,0,80.73
185.0,123.0,30.0,88.0,143.0,10.0,0,80.77
19.0,51.0,19.0,151.0,209.0,10.0,0,81.06
90.0,4.0,22.0,105.0,132.0,10.0,0,82.26
124.0,191.0,24.0,162.0,261.0,10.0,0,83.33
93.0,7.0,20.0,93.0,213.0,10.0,0,83.79
123.0,31.0,20.0,105.0,206.0,10.0,0,84.07
26.0,45.0,8.0,202.0,271.0,10.0,1,85.64
23.0,142.0,10.0,111.0,184.0,10.0,1,85.74
78.0,184.0,20.0,187.0,260.0,10.0,0,87.06
13.0,152.0,20.0,101.0,169.0,10.0,0,87.92
140.0,3.0,10.0,129.0,185.0,10.0,1,88.06
135.0,171.0,27.0,134.0,223.0,10.0,0,89.53
7.0,152.0,10.0,162.0,212.0,10.0,1,89.59
12.0,156.0,30.0,119.0,201.0,10.0,0,89.81
64.0,52.0,20.0,124.0,228.0,10.0,0,90.36
11.0,151.0,20.0,102.0,171.0,10.0,0,91.17
187.0,142.0,10.0,96.0,172.0,10.0,1,91.62
83.0,197.0,20.0,148.0,208.0,10.0,0,92.08
195.0,129.0,40.0,113.0,252.0,10.0,0,92.54
41.0,182.0,30.0,101.0,135.0,10.0,0,92.62
22.0,61.0,17.0,270.0,300.0,10.0,0,92.77
32.0,47.0,27.0,117.0,213.0,10.0,0,94.96
8.0,154.0,20.0,124.0,225.0,10.0,0,96.78
180.0,93.0,10.0,205.0,258.0,10.0,1,97.05
40.0,183.0,20.0,102.0,186.0,10.0,0,97.72
28.0,193.0,30.0,144.0,243.0,10.0,0,97.83
127.0,60.0,23.0,99.0,188.0,10.0,0,98.18
40.0,130.0,1.0,108.0,197.0,10.0,1,98.71
37.0,190.0,10.0,145.0,181.0,10.0,1,101.4
197.0,140.0,10.0,117.0,139.0,10.0,1,102.85
16.0,84.0,20.0,162.0,215.0,10.0,0,103.82
187.0,97.0,10.0,185.0,203.0,10.0,1,104.09
165.0,117.0,10.0,110.0,155.0,10.0,1,104.95
155.0,22.0,24.0,107.0,176.0,10.0,0,106.08
98.0,193.0,27.0,160.0,275.0,10.0,0,106.93
189.0,83.0,43.0,190.0,249.0,10.0,0,107.1
95.0,50.0,25.0,202.0,303.0,10.0,0,107.39
55.0,51.0,17.0,261.0,305.0,10.0,0,107.63
189.0,120.0,10.0,135.0,165.0,10.0,1,107.98
55.0,24.0,10.0,123.0,153.0,10.0,1,108.27
143.0,5.0,10.0,132.0,231.0,10.0,1,108.61
168.0,58.0,29.0,187.0,286.0,10.0,0,108.67
175.0,143.0,20.0,211.0,223.0,10.0,0,111.14
26.0,41.0,14.0,141.0,176.0,10.0,0,112.41
109.0,48.0,3.0,144.0,156.0,10.0,1,112.86
36.0,193.0,20.0,157.0,195.0,10.0,0,113.69
194.0,112.0,10.0,120.0,216.0,10.0,1,114.13
137.0,4.0,10.0,228.0,249.0,10.0,1,117.64
38.0,188.0,20.0,133.0,146.0,10.0,0,117.84
104.0,5.0,26.0,167.0,244.0,10.0,0,119.33
140.0,4.0,10.0,126.0,167.0,10.0,1,120.13
8.0,71.0,10.0,156.0,220.0,10.0,1,120.39
84.0,194.0,10.0,129.0,150.0,10.0,1,120.73
95.0,74.0,20.0,125.0,186.0,10.0,0,122.45
29.0,121.0,46.0,247.0,331.0,10.0,0,122.49
123.0,33.0,20.0,128.0,159.0,10.0,0,123.25
79.0,193.0,30.0,157.0,252.0,10.0,0,125.54
80.0,167.0,10.0,208.0,266.0,10.0,1,126.44
195.0,97.0,20.0,149.0,182.0,10.0,0,126.94
8.0,74.0,20.0,157.0,172.0,10.0,0,128.31
113.0,105.0,23.0,234.0,287.0,10.0,0,132.28
46.0,40.0,15.0,218.0,317.0,10.0,0,135.46
24.0,140.0,20.0,139.0,179.0,10.0,0,135.76
135.0,0.0,10.0,193.0,256.0,10.0,1,136.3
7.0,142.0,20.0,191.0,243.0,10.0,0,136.53
85.0,193.0,25.0,295.0,356.0,10.0,0,142.24
27.0,135.0,10.0,193.0,240.0,10.0,1,143.72
189.0,97.0,20.0,160.0,204.0,10.0,0,143.97
1.0,54.0,14.0,283.0,322.0,10.0,0,146.5
39.0,186.0,5.0,157.0,223.0,10.0,1,150.08
23.0,176.0,20.0,322.0,414.0,10.0,0,152.62
53.0,175.0,28.0,165.0,272.0,10.0,0,152.76
8.0,69.0,20.0,167.0,232.0,10.0,0,154.21
179.0,151.0,20.0,307.0,361.0,10.0,0,155.95
113.0,100.0,5.0,218.0,273.0,10.0,1,156.15
32.0,178.0,10.0,230.0,258.0,10.0,1,156.2
26.0,138.0,10.0,169.0,238.0,10.0,1,156.68
65.0,53.0,10.0,172.0,203.0,10.0,1,157.99
63.0,55.0,10.0,187.0,213.0,10.0,1,159.87
186.0,96.0,20.0,165.0,244.0,10.0,0,160.91
53.0,31.0,10.0,172.0,181.0,10.0,1,162.54
53.0,180.0,4.0,271.0,316.0,10.0,1,162.88
30.0,187.0,10.0,185.0,235.0,10.0,1,164.25
