x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,3693.0,0.0,1,0.0
81.0,80.0,10.0,27.0,907.0,90.0,1,0.49
101.0,74.0,30.0,26.0,906.0,90.0,0,0.65
32.0,191.0,10.0,113.0,993.0,90.0,1,2.0
83.0,108.0,10.0,18.0,898.0,90.0,1,2.13
81.0,32.0,10.0,70.0,950.0,90.0,1,2.5
103.0,91.0,20.0,9.0,889.0,90.0,0,3.15
100.0,47.0,20.0,53.0,933.0,90.0,0,4.17
158.0,122.0,30.0,62.0,942.0,90.0,0,5.07
79.0,106.0,20.0,21.0,901.0,90.0,0,5.91
66.0,78.0,30.0,177.0,1057.0,90.0,0,6.27
89.0,80.0,20.0,22.0,902.0,90.0,0,6.77
57.0,73.0,30.0,50.0,930.0,90.0,0,6.99
82.0,100.0,10.0,18.0,898.0,90.0,1,7.96
36.0,96.0,10.0,97.0,977.0,90.0,1,8.38
109.0,73.0,10.0,28.0,908.0,90.0,1,10.75
155.0,108.0,20.0,55.0,935.0,90.0,0,11.44
110.0,72.0,10.0,29.0,909.0,90.0,1,11.85
108.0,82.0,30.0,19.0,899.0,90.0,0,12.58
90.0,74.0,10.0,27.0,907.0,90.0,1,13.66
102.0,62.0,30.0,54.0,934.0,90.0,0,15.99
106.0,83.0,20.0,18.0,898.0,90.0,0,17.03
154.0,44.0,30.0,77.0,957.0,90.0,0,17.57
98.0,59.0,10.0,41.0,921.0,90.0,1,17.81
84.0,133.0,10.0,36.0,916.0,90.0,1,18.38
107.0,73.0,30.0,27.0,907.0,90.0,0,20.04
97.0,71.0,10.0,29.0,909.0,90.0,1,20.32
101.0,55.0,30.0,45.0,925.0,90.0,0,20.37
79.0,31.0,10.0,72.0,952.0,90.0,1,20.7
76.0,157.0,20.0,61.0,941.0,90.0,0,20.94
45.0,88.0,30.0,56.0,936.0,90.0,0,21.31
73.0,112.0,10.0,29.0,909.0,90.0,1,22.3
160.0,137.0,10.0,102.0,982.0,90.0,1,22.53
91.0,43.0,10.0,57.0,937.0,90.0,1,22.6
32.0,93.0,20.0,68.0,948.0,90.0,0,23.97
38.0,94.0,10.0,62.0,942.0,90.0,1,24.51
55.0,188.0,30.0,98.0,978.0,90.0,0,25.1
139.0,102.0,10.0,39.0,919.0,90.0,1,25.84
73.0,110.0,20.0,28.0,908.0,90.0,0,27.98
85.0,134.0,20.0,37.0,917.0,90.0,0,29.13
74.0,102.0,10.0,149.0,1029.0,90.0,1,30.0
130.0,47.0,10.0,60.0,940.0,90.0,1,30.78
83.0,147.0,20.0,49.0,929.0,90.0,0,31.07
146.0,113.0,20.0,47.0,927.0,90.0,0,33.75
73.0,106.0,10.0,55.0,935.0,90.0,1,34.76
69.0,167.0,20.0,73.0,953.0,90.0,0,35.6
55.0,97.0,20.0,45.0,925.0,90.0,0,37.19
101.0,37.0,30.0,63.0,943.0,90.0,0,38.55
30.0,54.0,30.0,83.0,963.0,90.0,0,39.17
146.0,62.0,20.0,59.0,939.0,90.0,0,39.38
83.0,149.0,20.0,51.0,931.0,90.0,0,40.32
69.0,40.0,10.0,100.0,980.0,90.0,1,40.32
148.0,57.0,10.0,64.0,944.0,90.0,1,41.01
66.0,81.0,10.0,84.0,964.0,90.0,1,42.33
65.0,164.0,20.0,72.0,952.0,90.0,0,43.84
53.0,168.0,20.0,82.0,962.0,90.0,0,45.92
33.0,188.0,30.0,151.0,1031.0,90.0,0,45.94
40.0,34.0,10.0,89.0,969.0,90.0,1,49.68
88.0,41.0,10.0,60.0,940.0,90.0,1,49.71
86.0,155.0,30.0,97.0,977.0,90.0,0,52.99
78.0,154.0,10.0,58.0,938.0,90.0,1,53.12
28.0,96.0,20.0,72.0,952.0,90.0,0,53.5
68.0,152.0,30.0,61.0,941.0,90.0,0,56.51
31.0,63.0,30.0,78.0,958.0,90.0,0,56.96
160.0,136.0,20.0,69.0,949.0,90.0,0,57.1
155.0,38.0,10.0,82.0,962.0,90.0,1,58.04
108.0,26.0,10.0,87.0,967.0,90.0,1,65.23
37.0,48.0,10.0,81.0,961.0,90.0,1,66.67
74.0,31.0,10.0,73.0,953.0,90.0,1,69.33
162.0,37.0,40.0,225.0,1105.0,90.0,0,73.12
60.0,171.0,20.0,81.0,961.0,90.0,0,75.29
37.0,195.0,10.0,113.0,993.0,90.0,1,82.7
51.0,190.0,30.0,102.0,982.0,90.0,0,84.69
61.0,101.0,10.0,252.0,1132.0,90.0,1,89.09
48.0,166.0,30.0,113.0,993.0,90.0,0,97.06
28.0,50.0,10.0,141.0,1021.0,90.0,1,97.29
101.0,62.0,40.0,145.0,1025.0,90.0,0,107.54
42.0,100.0,30.0,285.0,1165.0,90.0,0,109.7
35.0,185.0,10.0,244.0,1124.0,90.0,1,114.5
55.0,160.0,10.0,212.0,1092.0,90.0,1,117.99
64.0,78.0,10.0,269.0,1149.0,90.0,1,119.03
162.0,44.0,20.0,128.0,1008.0,90.0,0,122.68
99.0,61.0,20.0,237.0,1117.0,90.0,0,124.82
161.0,139.0,20.0,194.0,1074.0,90.0,0,132.18
60.0,37.0,30.0,200.0,1080.0,90.0,0,146.85
58.0,168.0,20.0,311.0,1191.0,90.0,0,149.02
104.0,59.0,10.0,332.0,1212.0,90.0,1,152.49
67.0,13.0,30.0,315.0,1195.0,90.0,0,156.87
95.0,150.0,30.0,197.0,1077.0,90.0,0,164.31
40.0,101.0,10.0,193.0,1073.0,90.0,1,165.8
107.0,23.0,20.0,181.0,1061.0,90.0,0,175.56
156.0,137.0,20.0,289.0,1169.0,90.0,0,184.71
20.0,54.0,20.0,240.0,1120.0,90.0,0,203.45
43.0,98.0,30.0,378.0,1258.0,90.0,0,211.21
169.0,36.0,10.0,322.0,1202.0,90.0,1,235.65
39.0,99.0,20.0,364.0,1244.0,90.0,0,238.36
75.0,61.0,20.0,379.0,1259.0,90.0,0,241.17
