x,y,demand,open,close,servicetime,drone_serve,time
100.0,100.0,0.0,0.0,804.0,0.0,1,0.0
32.0,190.0,13.0,0.0,682.0,10.0,0,0.0
83.0,112.0,28.0,0.0,774.0,10.0,0,0.0
150.0,26.0,16.0,0.0,705.0,10.0,0,0.0
143.0,116.0,18.0,0.0,749.0,10.0,0,0.0
111.0,189.0,3.0,0.0,705.0,10.0,1,0.0
175.0,60.0,18.0,0.0,709.0,10.0,0,0.0
54.0,37.0,21.0,0.0,716.0,10.0,0,0.0
98.0,89.0,29.0,0.0,783.0,10.0,0,0.0
98.0,77.0,7.0,0.0,771.0,10.0,1,0.0
116.0,118.0,12.0,0.0,770.0,10.0,0,0.0
151.0,179.0,12.0,0.0,700.0,10.0,0,0.0
78.0,169.0,10.0,0.0,722.0,10.0,1,0.0
125.0,78.0,11.0,0.0,761.0,10.0,0,0.0
179.0,151.0,20.0,0.0,700.0,10.0,0,0.0
176.0,134.0,14.0,0.0,711.0,10.0,0,0.0
154.0,59.0,17.0,0.0,727.0,10.0,0,0.0
84.0,188.0,17.0,0.0,705.0,10.0,0,0.0
38.0,101.0,10.0,0.0,732.0,10.0,1,0.0
85.0,85.0,14.0,0.0,773.0,10.0,0,0.0
45.0,95.0,15.0,0.0,739.0,10.0,0,0.0
55.0,51.0,17.0,0.0,728.0,10.0,0,0.0
149.0,78.0,6.0,0.0,741.0,10.0,1,0.0
156.0,93.0,25.0,0.0,738.0,10.0,0,0.0
75.0,170.0,17.0,0.0,720.0,10.0,0,0.0
171.0,36.0,6.0,0.0,699.0,10.0,1,0.0
158.0,132.0,12.0,0.0,728.0,10.0,0,0.0
180.0,66.0,13.0,0.0,708.0,10.0,0,0.0
154.0,7.0,32.0,0.0,687.0,10.0,0,0.0
112.0,42.0,33.0,0.0,735.0,10.0,0,0.0
42.0,174.0,13.0,0.0,700.0,10.0,0,0.0
65.0,77.0,19.0,0.0,753.0,10.0,0,0.0
191.0,138.0,2.0,0.0,696.0,10.0,1,0.0
137.0,10.0,21.0,0.0,697.0,10.0,0,0.0
74.0,55.0,3.0,0.0,743.0,10.0,1,0.0
69.0,150.0,17.0,0.0,736.0,10.0,0,0.0
18.0,59.0,20.0,0.0,703.0,10.0,0,0.0
49.0,71.0,36.0,0.0,736.0,10.0,0,0.0
86.0,69.0,14.0,0.0,760.0,10.0,0,0.0
78.0,72.0,9.0,0.0,759.0,10.0,1,0.0
104.0,88.0,25.0,0.0,782.0,10.0,0,0.0
7.0,108.0,32.0,0.0,701.0,10.0,0,0.0
42.0,144.0,30.0,0.0,722.0,10.0,0,0.0
70.0,28.0,11.0,0.0,716.0,10.0,0,0.0
94.0,31.0,18.0,0.0,725.0,10.0,0,0.0
85.0,164.0,23.0,0.0,729.0,10.0,0,0.0
41.0,186.0,27.0,0.0,690.0,10.0,0,0.0
12.0,113.0,2.0,0.0,706.0,10.0,1,0.0
26.0,45.0,8.0,0.0,702.0,10.0,1,0.0
159.0,129.0,10.0,0.0,729.0,10.0,1,0.0
6.0,120.0,25.0,0.0,698.0,10.0,0,0.0
104.0,142.0,24.0,0.0,752.0,10.0,0,0.0
84.0,81.0,11.0,0.0,770.0,10.0,0,0.0
179.0,5.0,9.0,0.0,671.0,10.0,1,0.0
66.0,196.0,23.0,0.0,693.0,10.0,0,0.0
172.0,186.0,35.0,0.0,682.0,10.0,0,0.0
70.0,130.0,8.0,0.0,752.0,10.0,1,0.0
129.0,176.0,18.0,0.0,713.0,10.0,0,0.0
126.0,100.0,36.0,0.0,768.0,10.0,0,0.0
50.0,135.0,8.0,0.0,733.0,10.0,1,0.0
6.0,193.0,13.0,0.0,662.0,10.0,0,0.0
34.0,145.0,21.0,0.0,715.0,10.0,0,0.0
28.0,127.0,24.0,0.0,718.0,10.0,0,0.0
85.0,193.0,25.0,0.0,700.0,10.0,0,0.0
24.0,197.0,17.0,0.0,671.0,10.0,0,0.0
29.0,121.0,46.0,0.0,720.0,10.0,0,0.0
191.0,124.0,7.0,0.0,700.0,10.0,1,0.0
19.0,51.0,19.0,0.0,700.0,10.0,0,0.0
144.0,92.0,23.0,0.0,750.0,10.0,0,0.0
8.0,89.0,13.0,0.0,702.0,10.0,0,0.0
56.0,148.0,20.0,0.0,729.0,10.0,0,0.0
149.0,103.0,17.0,0.0,745.0,10.0,0,0.0
90.0,174.0,18.0,0.0,720.0,10.0,0,0.0
114.0,183.0,35.0,0.0,710.0,10.0,0,0.0
107.0,133.0,22.0,0.0,761.0,10.0,0,0.0
55.0,87.0,30.0,0.0,748.0,10.0,0,0.0
125.0,53.0,24.0,0.0,741.0,10.0,0,0.0
32.0,23.0,10.0,0.0,692.0,10.0,1,0.0
19.0,38.0,16.0,0.0,692.0,10.0,0,0.0
138.0,72.0,8.0,0.0,747.0,10.0,1,0.0
65.0,42.0,12.0,0.0,727.0,10.0,0,0.0
141.0,146.0,15.0,0.0,733.0,10.0,0,0.0
59.0,139.0,26.0,0.0,738.0,10.0,0,0.0
121.0,50.0,24.0,0.0,740.0,10.0,0,0.0
124.0,165.0,24.0,0.0,725.0,10.0,0,0.0
12.0,15.0,16.0,0.0,672.0,10.0,0,0.0
23.0,123.0,15.0,0.0,714.0,10.0,0,0.0
138.0,69.0,9.0,0.0,745.0,10.0,1,0.0
138.0,31.0,10.0,0.0,716.0,10.0,1,0.0
197.0,29.0,16.0,0.0,674.0,10.0,0,0.0
71.0,131.0,11.0,0.0,752.0,10.0,0,0.0
107.0,96.0,23.0,0.0,786.0,10.0,0,0.0
146.0,3.0,24.0,0.0,687.0,10.0,0,0.0
63.0,192.0,12.0,0.0,695.0,10.0,0,0.0
41.0,43.0,30.0,0.0,712.0,10.0,0,0.0
63.0,149.0,17.0,0.0,733.0,10.0,0,0.0
181.0,70.0,25.0,0.0,708.0,10.0,0,0.0
88.0,15.0,22.0,0.0,709.0,10.0,0,0.0
22.0,61.0,17.0,0.0,707.0,10.0,0,0.0
196.0,126.0,6.0,0.0,695.0,10.0,1,0.0
39.0,112.0,26.0,0.0,732.0,10.0,0,0.0
122.0,58.0,15.0,47.0,77.0,10.0,0,0.57
127.0,60.0,23.0,128.0,158.0,10.0,0,1.05
165.0,181.0,22.0,103.0,133.0,10.0,0,1.24
103.0,97.0,9.0,4.0,34.0,10.0,1,1.89
20.0,113.0,22.0,81.0,111.0,10.0,0,2.75
55.0,100.0,22.0,45.0,75.0,10.0,0,5.05
155.0,22.0,24.0,127.0,157.0,10.0,0,7.72
136.0,90.0,18.0,37.0,67.0,10.0,0,7.9
173.0,42.0,3.0,93.0,123.0,10.0,1,8.17
186.0,149.0,25.0,98.0,128.0,10.0,0,8.79
123.0,90.0,21.0,25.0,55.0,10.0,0,8.93
45.0,55.0,11.0,174.0,204.0,10.0,0,10.3
115.0,75.0,26.0,29.0,59.0,10.0,0,10.52
119.0,113.0,35.0,38.0,68.0,10.0,0,10.63
82.0,48.0,8.0,90.0,120.0,10.0,1,11.38
114.0,72.0,22.0,31.0,61.0,10.0,0,11.61
67.0,127.0,21.0,42.0,72.0,10.0,0,11.86
125.0,180.0,1.0,83.0,113.0,10.0,1,12.31
57.0,157.0,26.0,80.0,110.0,10.0,0,12.47
155.0,17.0,32.0,99.0,129.0,10.0,0,13.08
171.0,69.0,19.0,187.0,217.0,10.0,0,13.74
118.0,117.0,20.0,39.0,69.0,10.0,0,14.08
75.0,134.0,16.0,42.0,72.0,10.0,0,14.97
112.0,78.0,34.0,48.0,78.0,10.0,0,15.69
103.0,77.0,21.0,44.0,74.0,10.0,0,16.59
130.0,149.0,17.0,58.0,88.0,10.0,0,16.98
108.0,148.0,21.0,48.0,78.0,10.0,0,17.43
76.0,102.0,15.0,24.0,54.0,10.0,0,17.98
131.0,92.0,22.0,32.0,62.0,10.0,0,18.17
94.0,119.0,25.0,19.0,49.0,10.0,0,18.59
99.0,45.0,21.0,84.0,114.0,10.0,0,19.6
90.0,4.0,22.0,103.0,133.0,10.0,0,20.06
109.0,48.0,3.0,135.0,165.0,10.0,1,20.63
44.0,10.0,16.0,118.0,148.0,10.0,0,20.88
109.0,45.0,14.0,55.0,85.0,10.0,0,21.34
135.0,110.0,7.0,36.0,66.0,10.0,1,22.37
83.0,81.0,21.0,25.0,55.0,10.0,0,23.11
69.0,133.0,8.0,45.0,75.0,10.0,1,23.15
157.0,142.0,13.0,70.0,100.0,10.0,0,23.65
126.0,199.0,18.0,155.0,185.0,10.0,0,23.68
101.0,127.0,31.0,27.0,57.0,10.0,0,25.67
111.0,129.0,27.0,31.0,61.0,10.0,0,27.14
178.0,127.0,23.0,203.0,233.0,10.0,0,29.61
70.0,37.0,10.0,69.0,99.0,10.0,1,30.44
68.0,40.0,23.0,68.0,98.0,10.0,0,31.15
152.0,122.0,25.0,63.0,93.0,10.0,0,31.31
50.0,31.0,20.0,85.0,115.0,10.0,0,32.35
51.0,162.0,20.0,102.0,132.0,10.0,0,33.52
8.0,8.0,11.0,138.0,168.0,10.0,0,34.62
188.0,70.0,13.0,204.0,234.0,10.0,0,35.46
89.0,153.0,12.0,121.0,151.0,10.0,0,37.0
118.0,139.0,13.0,42.0,72.0,10.0,0,40.67
103.0,25.0,2.0,75.0,105.0,10.0,1,41.28
184.0,110.0,23.0,181.0,211.0,10.0,0,42.79
101.0,29.0,7.0,71.0,101.0,10.0,1,44.32
112.0,174.0,20.0,74.0,104.0,10.0,0,44.9
35.0,160.0,16.0,88.0,118.0,10.0,0,45.76
75.0,173.0,30.0,77.0,107.0,10.0,0,48.02
116.0,4.0,13.0,97.0,127.0,10.0,0,48.45
182.0,110.0,15.0,163.0,193.0,10.0,0,48.73
164.0,37.0,19.0,99.0,129.0,10.0,0,49.51
39.0,186.0,5.0,175.0,205.0,10.0,1,49.85
