x,y,demand,open,close,servicetime,drone_serve,time
70.0,70.0,0.0,0.0,634.0,0.0,1,0.0
66.0,91.0,16.0,21.0,151.0,10.0,0,0.69
33.0,117.0,20.0,59.0,195.0,10.0,0,1.01
42.0,29.0,12.0,49.0,135.0,10.0,0,1.21
78.0,63.0,19.0,10.0,124.0,10.0,0,1.78
86.0,40.0,22.0,34.0,201.0,10.0,0,1.83
109.0,139.0,8.0,79.0,250.0,10.0,1,2.06
66.0,40.0,20.0,30.0,147.0,10.0,0,2.22
65.0,80.0,20.0,11.0,118.0,10.0,0,2.58
114.0,109.0,16.0,58.0,183.0,10.0,0,3.67
82.0,100.0,18.0,61.0,177.0,10.0,0,4.8
98.0,4.0,20.0,140.0,245.0,10.0,0,4.96
113.0,32.0,36.0,86.0,233.0,10.0,0,5.06
85.0,75.0,37.0,15.0,171.0,10.0,0,6.98
29.0,60.0,14.0,42.0,199.0,10.0,0,7.03
79.0,72.0,22.0,9.0,133.0,10.0,0,7.37
99.0,34.0,9.0,46.0,162.0,10.0,1,8.53
137.0,84.0,41.0,68.0,194.0,10.0,0,8.73
60.0,23.0,16.0,48.0,229.0,10.0,0,9.98
116.0,22.0,32.0,106.0,199.0,10.0,0,10.42
79.0,80.0,4.0,13.0,142.0,10.0,1,10.59
64.0,115.0,15.0,107.0,194.0,10.0,0,11.13
54.0,33.0,20.0,40.0,149.0,10.0,0,11.82
49.0,140.0,3.0,178.0,320.0,10.0,1,12.31
89.0,39.0,23.0,36.0,206.0,10.0,0,13.48
104.0,32.0,18.0,100.0,200.0,10.0,0,13.99
69.0,6.0,8.0,64.0,175.0,10.0,1,14.05
120.0,22.0,39.0,69.0,207.0,10.0,0,14.54
81.0,57.0,8.0,17.0,204.0,10.0,1,14.87
81.0,36.0,17.0,35.0,165.0,10.0,0,15.78
23.0,19.0,16.0,118.0,256.0,10.0,0,16.29
78.0,111.0,22.0,41.0,164.0,10.0,0,17.0
48.0,47.0,19.0,31.0,163.0,10.0,0,19.17
116.0,105.0,23.0,123.0,195.0,10.0,0,19.36
90.0,44.0,6.0,32.0,143.0,10.0,1,22.08
44.0,36.0,9.0,42.0,161.0,10.0,1,22.82
70.0,94.0,32.0,24.0,127.0,10.0,0,23.0
82.0,103.0,15.0,35.0,220.0,10.0,0,24.24
64.0,132.0,8.0,62.0,144.0,10.0,1,24.49
104.0,54.0,13.0,37.0,155.0,10.0,0,25.23
44.0,58.0,30.0,28.0,144.0,10.0,0,25.24
120.0,47.0,18.0,55.0,156.0,10.0,0,26.5
37.0,138.0,5.0,170.0,280.0,10.0,1,26.56
39.0,100.0,31.0,43.0,212.0,10.0,0,29.86
107.0,77.0,34.0,37.0,197.0,10.0,0,30.46
120.0,102.0,18.0,68.0,156.0,10.0,0,30.97
116.0,83.0,30.0,141.0,247.0,10.0,0,31.19
103.0,44.0,12.0,42.0,157.0,10.0,0,31.25
109.0,131.0,16.0,168.0,314.0,10.0,0,33.18
12.0,48.0,4.0,62.0,164.0,10.0,1,33.28
41.0,36.0,13.0,44.0,153.0,10.0,0,33.83
83.0,12.0,29.0,201.0,290.0,10.0,0,34.87
132.0,133.0,24.0,88.0,231.0,10.0,0,37.24
108.0,30.0,18.0,77.0,145.0,10.0,0,37.55
140.0,36.0,1.0,124.0,257.0,10.0,1,39.72
44.0,116.0,27.0,52.0,144.0,10.0,0,39.78
120.0,60.0,18.0,50.0,164.0,10.0,0,39.94
116.0,13.0,5.0,73.0,200.0,10.0,1,42.6
137.0,96.0,9.0,71.0,204.0,10.0,1,44.2
102.0,52.0,15.0,106.0,242.0,10.0,0,44.27
139.0,73.0,10.0,69.0,137.0,10.0,1,45.4
113.0,35.0,9.0,55.0,136.0,10.0,1,47.23
137.0,137.0,27.0,94.0,230.0,10.0,0,47.55
119.0,73.0,15.0,74.0,191.0,10.0,0,49.43
139.0,68.0,25.0,69.0,200.0,10.0,0,49.69
140.0,42.0,13.0,75.0,216.0,10.0,0,49.87
105.0,2.0,1.0,195.0,282.0,10.0,1,51.55
50.0,112.0,18.0,188.0,305.0,10.0,0,52.29
104.0,73.0,17.0,196.0,332.0,10.0,0,52.32
28.0,62.0,23.0,158.0,265.0,10.0,0,54.23
138.0,24.0,12.0,152.0,237.0,10.0,0,57.35
46.0,133.0,7.0,67.0,154.0,10.0,1,57.55
32.0,6.0,11.0,74.0,201.0,10.0,0,57.72
139.0,110.0,19.0,130.0,282.0,10.0,0,59.38
58.0,11.0,9.0,72.0,212.0,10.0,1,59.42
92.0,22.0,18.0,140.0,270.0,10.0,0,59.9
138.0,78.0,43.0,168.0,267.0,10.0,0,63.92
15.0,4.0,23.0,85.0,208.0,10.0,0,63.92
30.0,57.0,20.0,194.0,297.0,10.0,0,64.73
34.0,20.0,15.0,121.0,210.0,10.0,0,67.77
65.0,0.0,20.0,70.0,215.0,10.0,0,67.93
